ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1	"MLC1"	"MLC1"	chr22	-	50085138	50085426	50085354	50085426	50084725	50084961	1	0,0,11	2,0,47	2,1,8	146,46,58	138	69	1	1.0	0.0,NA,0.105	0.007,0.011,0.065	0.025
6	"TTC31"	"TTC31"	chr2	+	74491480	74491672	74491480	74491666	74492003	74492051	6	0,0,3	12,0,1	15,2,0	0,0,2	75	69	1	1.0	0.0,NA,0.734	1.0,1.0,0.0	-0.3
8	"TTC31"	"TTC31"	chr2	+	74492138	74492233	74492138	74492229	74492303	74492445	8	0,0,0	6,0,1	0,0,1	0,0,2	73	69	1	1.0	0.0,NA,0.0	NA,NA,0.321	-0.321
29	"CILK1"	"CILK1"	chr6	-	53061421	53061824	53061595	53061824	53041135	53041408	29	0,0,0	3,0,0	0,0,2	0,0,2	138	69	1	1.0	0.0,NA,NA	NA,NA,0.333	-0.333
33	"ABI2"	"ABI2"	chr2	+	203366876	203367130	203366876	203367044	203380207	203380384	33	0,0,51	35,0,145	26,18,7	342,120,65	138	69	1	1.0	0.0,NA,0.15	0.037,0.07,0.051	0.022
56	"RPL41"	"RPL41"	chr12	+	56116632	56116799	56116632	56116659	56117481	56117967	56	2,0,201	0,0,4	73,177,49	7,6,0	138	69	1	1.0	1.0,NA,0.962	0.839,0.937,1.0	0.056
71	"LINC00892"	"LINC00892"	chrX	+	136640773	136640873	136640773	136640840	136642102	136642429	71	150,0,240	0,0,5	260,257,168	14,9,10	102	69	1	1.0	1.0,NA,0.97	0.926,0.951,0.919	0.053
74	"U2AF2"	"U2AF2"	chr19	+	55669082	55669181	55669082	55669169	55669443	55669692	74	48,0,47	44,0,260	13,30,38	167,117,143	81	69	1	1.0	0.482,NA,0.133	0.062,0.179,0.185	0.166
82	"IRF2BP2"	"IRF2BP2"	chr1	-	234608446	234609525	234608494	234609525	234604268	234607852	82	22,10,24	21,0,11	18,30,12	1,20,3	117	69	0.715958608537	1.0	0.382,1.0,0.563	0.914,0.469,0.702	-0.047
85	"LINC00476"	"LINC00476"	chr9	-	95874979	95875977	95875864	95875977	95850226	95850292	85	1,0,12	0,0,0	8,13,2	6,0,0	138	69	1	1.0	1.0,NA,1.0	0.4,1.0,1.0	0.2
99	"CNOT6"	"CNOT6"	chr5	+	180564488	180564593	180564488	180564578	180564674	180564743	99	18,0,71	3,1,8	120,38,33	19,5,4	84	69	0.950895920301	1.0	0.831,0.0,0.879	0.838,0.862,0.871	-0.287
102	"ZNF767P"	"ZNF767P"	chr7	-	149551573	149551826	149551654	149551826	149550867	149550946	102	7,0,69	8,0,7	50,84,21	12,7,7	138	69	1	1.0	0.304,NA,0.831	0.676,0.857,0.6	-0.143
104	"SPPL2B"	"SPPL2B"	chr19	+	2351433	2351657	2351433	2351594	2352945	2355095	104	0,0,0	0,0,12	0,0,2	18,9,22	132	69	1	1.0	NA,NA,0.0	0.0,0.0,0.045	-0.015
110	"APTR"	"APTR"	chr7	-	77695895	77696265	77696171	77696265	77685201	77685328	110	0,0,14	0,0,1	0,9,2	0,0,0	138	69	1	1.0	NA,NA,0.875	NA,1.0,1.0	-0.125
113	"SLC66A1"	"SLC66A1"	chr1	+	19312325	19312889	19312325	19312358	19317599	19317841	113	2,0,9	0,0,1	30,5,6	0,0,0	138	69	1	1.0	1.0,NA,0.818	1.0,1.0,1.0	-0.091
114	"LZIC"	"LZIC"	chr1	-	9942623	9942782	9942680	9942782	9936518	9936627	114	46,0,366	0,0,2	382,351,224	0,0,0	126	69	1	1.0	1.0,NA,0.99	1.0,1.0,1.0	-0.005
115	"LZIC"	"LZIC"	chr1	-	9943248	9943391	9943348	9943391	9942623	9942782	115	3,0,171	1,0,37	48,79,93	18,15,13	138	69	1	1.0	0.6,NA,0.698	0.571,0.725,0.782	-0.044
118	"RHBDF2"	"RHBDF2"	chr17	-	76500935	76501423	76501352	76501423	76487711	76487909	118	0,0,0	0,0,4	0,0,3	0,2,2	138	69	1	1.0	NA,NA,0.0	NA,0.0,0.429	-0.214
119	"BECN1"	"BECN1"	chr17	-	42824132	42824316	42824154	42824316	42823747	42823879	119	31,0,330	56,0,305	128,104,145	286,208,181	91	69	1	1.0	0.296,NA,0.451	0.253,0.275,0.378	0.072
125	"PDSS1"	"PDSS1"	chr10	+	26724013	26724127	26724013	26724123	26735239	26735320	125	3,0,0	0,0,1	0,2,3	0,2,0	73	69	1	1.0	1.0,NA,0.0	NA,0.486,1.0	-0.243
128	"UPF1"	"UPF1"	chr19	+	18852986	18853104	18852986	18853071	18853251	18853350	128	0,0,45	39,0,117	35,26,16	96,56,52	102	69	1	1.0	0.0,NA,0.206	0.198,0.239,0.172	-0.1
144	"ANKRD10"	"ANKRD10"	chr13	-	110883697	110883793	110883729	110883793	110878539	110880112	144	124,0,591	0,0,0	431,513,351	0,1,0	101	69	1	1.0	1.0,NA,1.0	1.0,0.997,1.0	0.001
179	"TRIM52-AS1"	"TRIM52-AS1"	chr5	+	181263627	181263789	181263627	181263766	181264051	181264566	179	0,0,47	6,0,36	26,30,26	38,21,19	92	69	1	1.0	0.0,NA,0.495	0.339,0.517,0.506	-0.207
180	"TRIM52-AS1"	"TRIM52-AS1"	chr5	+	181263627	181263789	181263627	181263766	181271572	181271689	180	0,0,47	0,0,3	26,21,23	6,2,0	92	69	1	1.0	NA,NA,0.922	0.765,0.887,1.0	0.038
181	"PHYKPL"	"PHYKPL"	chr5	-	178231668	178232822	178232491	178232822	178229939	178230099	181	0,0,1	0,0,1	0,1,0	0,1,0	138	69	1	1.0	NA,NA,0.333	NA,0.333,NA	0.0
182	"PHYKPL"	"PHYKPL"	chr5	-	178231668	178232822	178232491	178232822	178231404	178231523	182	2,0,6	10,0,26	6,3,0	24,7,13	138	69	1	1.0	0.091,NA,0.103	0.111,0.176,0.0	0.001
