10006	"DNAH14"	"DNAH14"	chr1	+	225205970	225206179	225185290	225185425	225231072	225231151	10006	8,2,4	0,0,0	17,8,4	7,3,0	138	69	1.85050121493e-06	0.0007053701931658329	1.0,1.0,1.0	0.548,0.571,1.0	0.294
10116	"NEXN"	"NEXN"	chr1	+	77917565	77917757	77916054	77916133	77917959	77918038	10116	6,28,35	254,499,655	89,178,35	1816,1345,327	138	69	8.84497061132e-05	0.008493905935433296	0.012,0.027,0.026	0.024,0.062,0.051	-0.024
10120	"NEXN"	"NEXN"	chr1	+	77926715	77926892	77918124	77918273	77929315	77929504	10120	99,344,369	0,1,4	583,1091,368	20,23,1	138	69	0.000193750631475	0.014212649627868595	1.0,0.994,0.979	0.936,0.96,0.995	0.027
10233	"MCTP1"	"MCTP1"	chr5	-	94931952	94931991	94923961	94924021	94940083	94940195	10233	100,365,486	0,1,9	880,449,487	32,17,20	108	69	2.95917803506e-06	0.00093805943711402	1.0,0.996,0.972	0.946,0.944,0.94	0.046
10443	"RBM5"	"RBM5"	chr3	+	50104247	50104308	50103082	50103166	50105076	50105142	10443	41,23,40	0,0,1	53,48,18	25,3,5	130	69	2.33575614406e-08	3.154895668320346e-05	1.0,1.0,0.955	0.529,0.895,0.656	0.292
10453	"SLC38A6"	"SLC38A6"	chr14	+	61043146	61043212	61037624	61037683	61045345	61045425	10453	3,15,7	0,0,0	26,31,5	10,0,0	135	69	0.00047411117012	0.02611478299813461	1.0,1.0,1.0	0.571,1.0,1.0	0.143
10504	"FOXJ3"	"FOXJ3"	chr1	-	42205761	42205863	42199101	42199230	42227882	42227966	10504	23,14,15	1,4,2	17,37,5	0,1,0	138	69	0.000335301759118	0.020504890647164934	0.92,0.636,0.789	1.0,0.949,1.0	-0.201
10560	"NKTR"	"NKTR"	chr3	+	42620015	42620043	42619663	42619708	42630545	42630575	10560	1,4,3	0,10,1	0,0,0	8,10,7	97	69	4.77384090589e-05	0.005671286484985803	1.0,0.222,0.681	0.0,0.0,0.0	0.634
1076	"POT1-AS1"	"POT1-AS1"	chr7	+	125080711	125080813	125020332	125020413	125116873	125117028	1076	7,6,4	0,0,1	17,12,11	4,3,0	138	69	0.000167826054461	0.01290515893040947	1.0,1.0,0.667	0.68,0.667,1.0	0.107
10767	"ELF1"	"ELF1"	chr13	-	40961442	40961561	40958835	40959016	40981982	40982282	10767	21,118,124	628,1295,1267	127,78,71	3133,1871,1310	138	69	4.0582287788e-06	0.0011727714906251238	0.016,0.044,0.047	0.02,0.02,0.026	0.014
1078	"POT1-AS1"	"POT1-AS1"	chr7	+	125080711	125080813	125020332	125020413	125138572	125138659	1078	7,8,5	0,0,0	26,13,11	11,3,1	138	69	1.50066847282e-07	0.00011802472601677499	1.0,1.0,1.0	0.542,0.684,0.846	0.309
1083	"POT1-AS1"	"POT1-AS1"	chr7	+	125116873	125117028	125020332	125020413	125125824	125125977	1083	0,1,2	7,6,6	20,8,3	27,12,6	138	69	0.000152204577364	0.012093062405089575	0.0,0.077,0.143	0.27,0.25,0.2	-0.167
1085	"POT1-AS1"	"POT1-AS1"	chr7	+	125125824	125125977	125020332	125020413	125138572	125138659	1085	17,15,10	0,0,0	82,17,12	11,3,1	138	69	1.99343864415e-06	0.0007416546696905857	1.0,1.0,1.0	0.788,0.739,0.857	0.205
10942	"KIAA0586"	"KIAA0586"	chr14	+	58543882	58543967	58540070	58540136	58547780	58551297	10942	4,2,2	0,3,5	0,0,0	10,3,1	138	69	0.000108505877026	0.0096300603667101	1.0,0.25,0.167	0.0,0.0,0.0	0.472
10950	"PLD3"	"PLD3"	chr19	+	40365717	40365930	40348694	40348768	40366418	40366510	10950	1,62,34	3,1,4	15,37,66	0,0,0	138	69	0.000507436846939	0.027397240303146837	0.143,0.969,0.81	1.0,1.0,1.0	-0.359
10982	"CHD1L"	"CHD1L"	chr1	+	147252622	147252735	147242683	147242830	147254869	147254976	10982	52,186,248	0,9,6	359,229,310	0,1,4	138	69	0.000340268845424	0.020706742315263434	1.0,0.912,0.954	1.0,0.991,0.975	-0.033
10989	"CHD1L"	"CHD1L"	chr1	+	147255812	147255927	147242683	147242830	147259836	147259918	10989	6,9,3	0,0,0	2,5,14	9,5,4	138	69	1.7434476085e-10	5.701257200595894e-07	1.0,1.0,1.0	0.1,0.333,0.636	0.644
10997	"CHD1L"	"CHD1L"	chr1	+	147264421	147264584	147259836	147259918	147265931	147266087	10997	98,204,311	0,0,2	661,237,367	12,10,2	138	69	0.000626560024746	0.031193451488396213	1.0,1.0,0.987	0.965,0.922,0.989	0.037
10999	"CHD1L"	"CHD1L"	chr1	+	147264428	147264584	147259836	147259918	147265931	147266087	10999	60,152,169	0,0,2	308,127,231	12,10,2	138	69	3.52246152413e-05	0.004778549768935484	1.0,1.0,0.977	0.928,0.864,0.983	0.067
11084	"DHRS12"	"DHRS12"	chr13	-	51771820	51771911	51767992	51769293	51773929	51774034	11084	3,2,8	0,0,0	0,4,5	12,0,2	138	69	1.32516862283e-06	0.0005678301853356798	1.0,1.0,1.0	0.0,1.0,0.556	0.481
11136	"TRMT13"	"TRMT13"	chr1	+	100140181	100140251	100139648	100139711	100140407	100140514	11136	3,4,5	0,0,1	10,13,1	4,2,0	138	69	0.00118647506574	0.047437624700487575	1.0,1.0,0.714	0.556,0.765,1.0	0.131
11374	"AGBL3"	"AGBL3"	chr7	+	135045798	135045911	135045473	135045574	135059168	135059235	11374	0,0,0	2,5,6	4,3,3	0,5,4	138	69	4.19720320799e-06	0.0012017540540038465	0.0,0.0,0.0	1.0,0.231,0.273	-0.501
11487	"TAL1"	"TAL1"	chr1	-	47229653	47229771	47229195	47229351	47232166	47232335	11487	10,43,43	153,1001,828	123,44,37	1045,565,761	138	69	0.000436307305231	0.024802054426909872	0.032,0.021,0.025	0.056,0.037,0.024	-0.013
1156	"NRAS"	"NRAS"	chr1	-	114713799	114713978	114709568	114709728	114716049	114716177	1156	57,278,220	0,3,1	517,305,191	28,2,0	138	69	0.000250161299886	0.01702412035544025	1.0,0.979,0.991	0.902,0.987,1.0	0.027
11564	"KLF7"	"KLF7"	chr2	-	207123975	207124404	207088457	207088581	207165466	207165706	11564	44,64,41	0,0,2	180,72,96	13,2,1	138	69	0.0012644835544	0.04963038041818117	1.0,1.0,0.911	0.874,0.947,0.98	0.037
11565	"KLF7"	"KLF7"	chr2	-	207124343	207124404	207088457	207088581	207165466	207165706	11565	6,50,36	0,0,2	59,63,78	13,2,1	130	69	0.00107238480567	0.044213279857921985	1.0,1.0,0.905	0.707,0.944,0.976	0.093
11604	"RYR2"	"RYR2"	chr1	+	237795288	237795331	237793866	237793997	237798036	237798170	11604	30,9,65	4,3,12	19,2,3	0,1,0	112	69	0.00023237060196	0.016113448929663748	0.822,0.649,0.769	1.0,0.552,1.0	-0.104
11637	"UCHL5"	"UCHL5"	chr1	-	193020306	193020456	193012253	193016395	193021096	193021195	11637	0,4,1	9,18,24	17,16,1	34,35,9	138	69	0.000165085638158	0.01274174021122094	0.0,0.1,0.02	0.2,0.186,0.053	-0.106
1165	"RNF212B"	"RNF212B"	chr14	+	23240344	23240445	23237935	23238055	23243255	23243308	1165	16,10,23	0,1,7	41,12,15	1,0,0	138	69	0.000175333311587	0.01330135447560865	1.0,0.833,0.622	0.953,1.0,1.0	-0.166
11813	"LEF1"	"LEF1"	chr4	-	108063622	108063663	108047544	108048751	108064335	108064384	11813	7,19,29	0,1,1	13,30,9	4,7,0	110	69	0.000265220470581	0.017624254842929083	1.0,0.923,0.948	0.671,0.729,1.0	0.157
11815	"SLC9B1"	"SLC9B1"	chr4	-	102910438	102910588	102906535	102906644	102911430	102911537	11815	6,8,18	0,0,0	25,30,3	8,2,0	138	69	1.75494329833e-05	0.0031153753431954158	1.0,1.0,1.0	0.61,0.882,1.0	0.169
11829	"MIA2"	"MIA2"	chr14	+	39320927	39321056	39319208	39319291	39326863	39327022	11829	27,25,20	0,2,2	86,51,26	25,17,9	138	69	7.2614515515e-06	0.0017352634915299922	1.0,0.862,0.833	0.632,0.6,0.591	0.291
