ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
10036	"DAPP1"	"DAPP1"	chr4	+	99865725	99866121	99866034	99866121	99863769	99863855	10036	30,2,3	0,0,0	61,12,2	10,0,0	378	69	0.00015439566001	0.01648958201399484	1.0,1.0,1.0	0.527,1.0,1.0	0.158
10040	"DAPP1"	"DAPP1"	chr4	+	99865795	99866121	99866034	99866121	99863769	99863855	10040	33,9,19	0,0,0	70,36,18	10,0,0	308	69	0.000124406647191	0.01439883630682442	1.0,1.0,1.0	0.611,1.0,1.0	0.13
10130	"MARK2"	"MARK2"	chr11	+	63895579	63895633	63895583	63895633	63895158	63895338	10130	7,13,20	0,0,0	43,18,6	12,0,0	73	69	7.53764858026e-05	0.010341205291868013	1.0,1.0,1.0	0.772,1.0,1.0	0.076
10176	"SRSF10"	"SRSF10"	chr1	-	23971337	23971634	23971337	23971620	23971849	23972012	10176	5,5,2	0,0,0	7,7,4	2,4,0	83	69	0.000831779704626	0.0464964854885934	1.0,1.0,1.0	0.744,0.593,1.0	0.221
10177	"SRSF10"	"SRSF10"	chr1	-	23971337	23971661	23971337	23971620	23971849	23972012	10177	5,5,5	0,0,0	8,13,2	2,4,0	110	69	0.000596575224775	0.03696655868045654	1.0,1.0,1.0	0.715,0.671,1.0	0.205
10178	"SRSF10"	"SRSF10"	chr1	-	23971337	23971682	23971337	23971620	23971849	23972012	10178	5,6,3	0,0,0	8,7,2	2,4,0	131	69	0.000192840641893	0.0186268462663779	1.0,1.0,1.0	0.678,0.48,1.0	0.281
10279	"MBNL1"	"MBNL1"	chr3	+	152395985	152396224	152396166	152396224	152268928	152269092	10279	8,27,20	0,0,0	83,13,12	4,5,2	250	69	3.65755358001e-07	0.00035510532383831563	1.0,1.0,1.0	0.851,0.418,0.623	0.369
10403	"PIK3CD"	"PIK3CD"	chr1	+	9717456	9717626	9717536	9717626	9717045	9717108	10403	0,0,0	8,11,12	9,2,0	3,6,6	149	69	0.000187718984993	0.018471688736783107	0.0,0.0,0.0	0.581,0.134,0.0	-0.238
10406	"MTG1"	"MTG1"	chr10	+	133399098	133399226	133399169	133399226	133398434	133398515	10406	0,0,2	12,20,42	10,11,1	23,68,29	140	69	5.30843806986e-05	0.008504182524965353	0.0,0.0,0.023	0.176,0.074,0.017	-0.081
10538	"CCT8"	"CCT8"	chr21	-	29069422	29069504	29069422	29069502	29070246	29070337	10538	0,0,1	26,43,35	13,5,2	81,38,20	71	69	1.595096214e-06	0.0009524537006914091	0.0,0.0,0.027	0.135,0.113,0.089	-0.103
