ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
10007	"DAZAP1"	"DAZAP1"	chr19	+	1432513	1432690	1432513	1432681	1434736	1435683	10007	25,11,48	10,0,1	52,17,58	0,0,0	78	69	7.84018108276e-05	0.04169632304985561	0.689,1.0,0.977	1.0,1.0,1.0	-0.111
1039	"C2orf88"	"C2orf88"	chr2	+	190180862	190181128	190180862	190181109	190199696	190203484	1039	99,0,795	1320,2,6823	625,460,474	5952,2454,2493	88	69	4.72523114635e-05	0.030329466399365138	0.056,0.0,0.084	0.076,0.128,0.13	-0.065
11214	"RPL4"	"RPL4"	chr15	-	66501344	66501504	66501374	66501504	66500948	66501105	11214	15,2,16	238,10,582	136,79,21	1281,426,435	99	69	1.42225639177e-06	0.0018909914626004842	0.042,0.122,0.019	0.069,0.114,0.033	-0.011
11622	"BCL7B"	"BCL7B"	chr7	-	73557486	73557690	73557518	73557690	73552166	73552242	11622	5,2,33	0,0,0	38,22,20	14,0,2	101	69	9.6808589779e-06	0.010011083834146143	1.0,1.0,1.0	0.65,1.0,0.872	0.159
11645	"RACK1"	"RACK1"	chr5	-	181242169	181242345	181242173	181242345	181241491	181241639	11645	16,0,6	134,20,63	1,6,1	184,180,98	73	69	8.79344064197e-06	0.009628300241742917	0.101,0.0,0.083	0.005,0.031,0.01	0.046
1641	"PKN2"	"PKN2"	chr1	+	88784638	88784824	88784638	88784776	88786103	88786213	1641	29,4,173	0,0,5	269,284,49	28,21,5	117	69	5.30328924343e-05	0.03192928764665402	1.0,1.0,0.953	0.85,0.889,0.852	0.121
17144	"PABPC4"	"PABPC4"	chr1	-	39564685	39564773	39564700	39564773	39564470	39564542	17144	6,5,6	3,0,5	59,3,12	0,0,0	84	69	7.43542997961e-06	0.008650193352528783	0.622,1.0,0.496	1.0,1.0,1.0	-0.294
17756	"SLC30A5"	"SLC30A5"	chr5	+	69116393	69116602	69116393	69116435	69117238	69117396	17756	56,22,199	0,0,0	368,311,99	5,12,2	236	69	3.23522471275e-05	0.023169194313787982	1.0,1.0,1.0	0.956,0.883,0.935	0.075
18008	"PICALM"	"PICALM"	chr11	-	86000642	86001135	86001034	86001135	85996825	85996929	18008	204,17,801	0,0,4	1150,2235,330	23,24,6	461	69	6.68091053287e-05	0.03657602019377711	1.0,1.0,0.968	0.882,0.933,0.892	0.087
21131	"SELENOW"	"SELENOW"	chr19	+	47778702	47778814	47778702	47778734	47780724	47780749	21131	44,2,368	0,0,42	411,164,249	0,0,0	149	69	1.34773303628e-11	2.508670273731592e-07	1.0,1.0,0.802	1.0,1.0,1.0	-0.066
2261	"ANKRD28"	"ANKRD28"	chr3	-	15796395	15797979	15797048	15797979	15795222	15795306	2261	1451,2,19369	8,0,46	12703,16342,3673	88,79,29	722	69	2.4102278956e-06	0.002990932136579893	0.945,1.0,0.976	0.932,0.952,0.924	0.038
2262	"ANKRD28"	"ANKRD28"	chr3	-	15796404	15797979	15797048	15797979	15795222	15795306	2262	1796,4,21089	8,0,46	15423,19012,4204	88,79,29	713	69	1.33832868184e-05	0.012455825041884881	0.956,1.0,0.978	0.944,0.959,0.933	0.033
23753	"CIRBP"	"CIRBP"	chr19	+	1270870	1271246	1270870	1271036	1271328	1271467	23753	244,6,925	14,0,9	883,608,842	0,3,2	279	69	3.03368254739e-07	0.000513354244882886	0.812,1.0,0.962	1.0,0.98,0.99	-0.065
2495	"ZNF334"	"ZNF334"	chr20	-	46512539	46513572	46513496	46513572	46509604	46509751	2495	2,6,3	0,0,0	24,1,1	0,1,2	1026	69	3.87608344573e-05	0.026722006392154895	1.0,1.0,1.0	1.0,0.063,0.033	0.635
2529	"NFE2L2"	"NFE2L2"	chr2	-	177234004	177234271	177234075	177234271	177233249	177233339	2529	133,13,853	0,0,5	1088,1233,205	58,26,5	140	69	2.84980983256e-09	1.326159005581796e-05	1.0,1.0,0.988	0.902,0.959,0.953	0.058
343	"MBNL1"	"MBNL1"	chr3	+	152268928	152269407	152268928	152269092	152447619	152447773	343	549,15,5539	0,0,5	2192,2369,3892	32,18,3	384	69	2.17427992721e-07	0.00040472046565086944	1.0,1.0,0.995	0.925,0.959,0.996	0.038
4214	"HMGB2"	"HMGB2"	chr4	-	173334245	173334358	173334271	173334358	173333499	173333669	4214	2,0,12	91,11,167	28,32,5	129,191,70	95	69	2.11973516651e-05	0.017155108864963974	0.016,0.0,0.05	0.136,0.108,0.049	-0.076
5552	"SNX11"	"SNX11"	chr17	+	48112030	48112111	48112030	48112085	48112573	48112660	5552	0,0,8	3,6,49	8,18,9	8,29,13	95	69	2.08225255074e-05	0.017155108864963974	0.0,0.0,0.106	0.421,0.311,0.335	-0.32
6451	"AUP1"	"AUP1"	chr2	-	74528750	74529282	74529131	74529282	74528416	74528489	6451	9,22,83	0,0,1	53,28,58	6,6,2	450	69	1.18883184219e-06	0.001702224300809589	1.0,1.0,0.927	0.575,0.417,0.816	0.373
9513	"PPA2"	"PPA2"	chr4	-	105456247	105456745	105456680	105456745	105453597	105453642	9513	12,0,3	48,6,30	131,83,13	158,129,22	502	69	2.72379567789e-08	0.00010140146549648892	0.033,0.0,0.014	0.102,0.081,0.075	-0.07
