ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
10007	"DAZAP1"	"DAZAP1"	chr19	+	1432513	1432690	1432513	1432681	1434736	1435683	10007	25,11,48	10,0,1	52,17,58	0,0,0	78	69	7.84018108276e-05	0.041436477048255566	0.689,1.0,0.977	1.0,1.0,1.0	-0.111
1039	"C2orf88"	"C2orf88"	chr2	+	190180862	190181128	190180862	190181109	190199696	190203484	1039	99,0,795	1320,2,6823	625,460,474	5952,2454,2493	88	69	4.72523114635e-05	0.030140457153511137	0.056,0.0,0.084	0.076,0.128,0.13	-0.065
11213	"RPL4"	"RPL4"	chr15	-	66501193	66501504	66501374	66501504	66500948	66501105	11213	29,2,22	238,10,582	156,102,27	1281,426,435	138	69	2.89119704897e-05	0.019807912226610023	0.057,0.091,0.019	0.057,0.107,0.03	-0.009
11214	"RPL4"	"RPL4"	chr15	-	66501344	66501504	66501374	66501504	66500948	66501105	11214	15,2,16	238,10,582	136,79,21	1281,426,435	99	69	1.42225639177e-06	0.001753926582330764	0.042,0.122,0.019	0.069,0.114,0.033	-0.011
11622	"BCL7B"	"BCL7B"	chr7	-	73557486	73557690	73557518	73557690	73552166	73552242	11622	5,2,33	0,0,0	38,22,20	14,0,2	101	69	9.6808589779e-06	0.008527453779675913	1.0,1.0,1.0	0.65,1.0,0.872	0.159
11645	"RACK1"	"RACK1"	chr5	-	181242169	181242345	181242173	181242345	181241491	181241639	11645	16,0,6	134,20,63	1,6,1	184,180,98	73	69	8.79344064197e-06	0.008133053249758052	0.101,0.0,0.083	0.005,0.031,0.01	0.046
11742	"PKN2"	"PKN2"	chr1	+	88784638	88785086	88784638	88784776	88786103	88786213	11742	16,4,61	0,0,5	84,105,18	28,21,5	138	69	9.34272006977e-05	0.04800600995850152	1.0,1.0,0.859	0.6,0.714,0.643	0.301
15517	"CDKL1"	"CDKL1"	chr14	-	50331996	50332432	50332261	50332432	50326265	50330181	15517	0,0,0	12,6,172	54,2,0	127,309,33	138	69	1.61049749303e-06	0.0018619364141293088	0.0,0.0,0.0	0.175,0.003,0.0	-0.059
1641	"PKN2"	"PKN2"	chr1	+	88784638	88784824	88784638	88784776	88786103	88786213	1641	29,4,173	0,0,5	269,284,49	28,21,5	117	69	5.30328924343e-05	0.03270008147498938	1.0,1.0,0.953	0.85,0.889,0.852	0.121
17144	"PABPC4"	"PABPC4"	chr1	-	39564685	39564773	39564700	39564773	39564470	39564542	17144	6,5,6	3,0,5	59,3,12	0,0,0	84	69	7.43542997961e-06	0.0072389780927803035	0.622,1.0,0.496	1.0,1.0,1.0	-0.294
21131	"SELENOW"	"SELENOW"	chr19	+	47778702	47778814	47778702	47778734	47780724	47780749	21131	44,2,368	0,0,42	411,164,249	0,0,0	138	69	5.90694160252e-12	2.731665144085374e-08	1.0,1.0,0.814	1.0,1.0,1.0	-0.062
23753	"CIRBP"	"CIRBP"	chr19	+	1270870	1271246	1270870	1271036	1271328	1271467	23753	232,6,705	14,0,9	845,422,592	0,3,2	138	69	3.28117005755e-06	0.0035702990426211704	0.892,1.0,0.975	1.0,0.986,0.993	-0.037
2529	"NFE2L2"	"NFE2L2"	chr2	-	177234004	177234271	177234075	177234271	177233249	177233339	2529	133,13,853	0,0,5	1088,1233,205	58,26,5	138	69	2.97471680621e-09	9.17105191354543e-06	1.0,1.0,0.988	0.904,0.96,0.953	0.057
4214	"HMGB2"	"HMGB2"	chr4	-	173334245	173334358	173334271	173334358	173333499	173333669	4214	2,0,12	91,11,167	28,32,5	129,191,70	95	69	2.11973516651e-05	0.015684344444040793	0.016,0.0,0.05	0.136,0.108,0.049	-0.076
5552	"SNX11"	"SNX11"	chr17	+	48112030	48112111	48112030	48112085	48112573	48112660	5552	0,0,8	3,6,49	8,18,9	8,29,13	95	69	2.08225255074e-05	0.015684344444040793	0.0,0.0,0.106	0.421,0.311,0.335	-0.32
6451	"AUP1"	"AUP1"	chr2	-	74528750	74529282	74529131	74529282	74528416	74528489	6451	5,11,28	0,0,1	35,6,19	6,6,2	138	69	4.56579308428e-06	0.004692113359611746	1.0,1.0,0.933	0.745,0.333,0.826	0.343
9513	"PPA2"	"PPA2"	chr4	-	105456247	105456745	105456680	105456745	105453597	105453642	9513	12,0,3	48,6,30	131,83,13	158,129,22	138	69	9.48228872089e-08	0.00021925422094877905	0.111,0.0,0.048	0.293,0.243,0.228	-0.202
