ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"MLC1"	"MLC1"	chr22	-	50059390	50060200	50059390	50060152	50061452	50061657	0	0,0,22	6,0,1	6,12,70	6,4,16	117	69	1	1.0	0.0,NA,0.928	0.371,0.639,0.721	-0.113
7	"TTC31"	"TTC31"	chr2	+	74491943	74492051	74492003	74492051	74491480	74491666	7	3,0,0	12,0,1	3,0,1	0,1,3	129	69	1	1.0	0.118,NA,0.0	1.0,0.0,0.151	-0.325
8	"TTC31"	"TTC31"	chr2	+	74491943	74492055	74492003	74492055	74491480	74491672	8	3,0,1	0,0,1	3,0,1	0,1,0	129	69	1	1.0	1.0,NA,0.348	1.0,0.0,1.0	0.007
11	"TTC31"	"TTC31"	chr2	+	74492921	74494559	74492924	74494559	74492645	74492747	11	0,0,4	0,0,0	0,4,5	0,0,1	72	69	1	1.0	NA,NA,1.0	NA,1.0,0.827	0.087
29	"CDC42SE2"	"CDC42SE2"	chr5	+	131391828	131394672	131391917	131394672	131390992	131391108	29	280,0,4824	167,8,415	256,2847,1928	82,371,194	158	69	0.0355183084038	1.0	0.423,0.0,0.835	0.577,0.77,0.813	-0.301
30	"ABI2"	"ABI2"	chr2	+	203366876	203367044	203366880	203367044	203328393	203328631	30	54,0,294	0,0,31	42,152,139	8,24,20	73	69	1	1.0	1.0,NA,0.9	0.832,0.857,0.868	0.098
31	"ABI2"	"ABI2"	chr2	+	203380207	203380384	203380211	203380384	203366876	203367044	31	41,8,182	6,0,2	33,65,106	0,0,0	73	69	0.101470822882	1.0	0.866,1.0,0.989	1.0,1.0,1.0	-0.048
32	"ABI2"	"ABI2"	chr2	+	203375931	203376132	203376056	203376132	203366880	203367044	32	0,0,24	0,0,61	9,8,7	19,27,33	194	69	1	1.0	NA,NA,0.123	0.144,0.095,0.07	0.02
33	"ABI2"	"ABI2"	chr2	+	203383242	203383321	203383246	203383321	203380207	203380384	33	0,0,11	0,0,5	5,3,16	0,0,3	73	69	1	1.0	NA,NA,0.675	1.0,1.0,0.834	-0.27
35	"ABI2"	"ABI2"	chr2	+	203395655	203395780	203395658	203395780	203394699	203394846	35	12,0,306	0,0,33	51,169,199	34,9,10	72	69	1	1.0	1.0,NA,0.899	0.59,0.947,0.95	0.12
36	"ABI2"	"ABI2"	chr2	+	203416907	203417081	203416913	203417081	203402575	203402734	36	22,0,271	0,0,9	26,152,161	0,4,6	75	69	1	1.0	1.0,NA,0.965	1.0,0.972,0.961	0.005
37	"ABI2"	"ABI2"	chr2	+	203416907	203417081	203416985	203417081	203402575	203402734	37	48,0,544	0,0,0	84,363,440	0,1,0	147	69	1	1.0	1.0,NA,1.0	1.0,0.994,1.0	0.002
38	"ABI2"	"ABI2"	chr2	+	203416913	203417081	203416985	203417081	203402575	203402734	38	26,0,282	0,0,0	58,215,285	0,1,0	141	69	1	1.0	1.0,NA,1.0	1.0,0.991,1.0	0.003
39	"ABI2"	"ABI2"	chr2	+	203416907	203417081	203416913	203417081	203411284	203411371	39	23,0,130	0,0,3	14,75,80	0,3,1	75	69	1	1.0	1.0,NA,0.976	1.0,0.958,0.987	0.006
40	"ABI2"	"ABI2"	chr2	+	203427495	203432169	203431000	203432169	203427176	203427269	40	577,38,8924	0,0,2	682,4420,5220	0,3,2	3574	69	0.496007133195	1.0	1.0,1.0,0.989	1.0,0.966,0.981	0.014
41	"SMARCA4"	"SMARCA4"	chr19	+	10984120	10984373	10984123	10984373	10961029	10961174	41	0,0,9	4,0,7	6,0,4	0,3,2	72	69	1	1.0	0.0,NA,0.552	1.0,0.0,0.657	-0.276
43	"SMARCA4"	"SMARCA4"	chr19	+	11041297	11041560	11041306	11041560	11034913	11035132	43	0,0,4	2,14,13	6,2,2	0,11,9	78	69	0.0196629688303	1.0	0.0,0.0,0.214	1.0,0.139,0.164	-0.363
44	"SMARCA4"	"SMARCA4"	chr19	+	11058254	11058363	11058257	11058363	11041297	11041560	44	0,0,13	6,0,0	2,2,12	0,0,1	72	69	1	1.0	0.0,NA,1.0	1.0,1.0,0.92	-0.473
51	"DYM"	"DYM"	chr18	-	49286433	49286616	49286433	49286613	49331863	49332006	51	27,0,66	5,0,5	3,88,40	0,2,2	72	69	1	1.0	0.838,NA,0.927	1.0,0.977,0.95	-0.093
